player_id,positions,height,weight,shoots,team,birthday,birthyear,birth_place,debut_date,experience
crabbal01,['Shooting Guard'],6-6,210,Right,Portland Trail Blazers,April 9,1992,"Los Angeles, California","November 1, 2013",3
gallola01,['Point Guard'],6-2,200,Right,New Orleans Pelicans,December 9,1991,"Baton Rouge, Louisiana","January 7, 2015",2
huntech01,['Center'],6-11,240,Right,,July 7,1984,"Gary, Indiana","November 20, 2009",
jacksda01,['Power Forward'],6-9,253,Right,,November 7,1985,"Oklahoma City, Oklahoma","November 25, 2008",3
mcgarmi01,['Power Forward'],6-10,255,Left,,June 6,1992,"Chesterton, Indiana","December 14, 2014",2
ostergr01,['Center'],7-2,280,Right,,March 6,1973,"Dallas, Texas","November 3, 1995",
parkeja01,['Power Forward'],6-8,250,Right,Milwaukee Bucks,March 15,1995,"Chicago, Illois","October 29, 2014",2
rudezda01,['Small Forward'],6-10,228,Right,Orlando Magic,June 17,1986,"Zagreb, Croatia","October 29, 2014",2
tayloje03,['Small Forward'],6-7,225,Right,,May 23,1989,"Norkoppg, Sweden","November 3, 2012",3
willijo03,['Center'],6-10,260,Right,,October 11,1990,"Torrgton, Connecticut","January 2, 2012",
woodsqy01,"['Small Forward', 'Power Forward']",6-8,221,Right,,February 16,1981,"Memphis, Tennessee","October 30, 2002",
garripa01,"['Power Forward', 'Small Forward']",6-9,238,Right,,August 23,1976,"Las Vegas, Nevada","February 5, 1999",
milleda01,['Small Forward'],6-8,235,Right,,March 21,1990,"Maysville, Kentucky","October 31, 2012",3
harriot01,"['Power Forward', 'Center']",6-9,235,Left,,January 31,1974,"Jackson, Mississippi","November 1, 1996",
holidju01,['Shooting Guard'],6-6,185,Right,New York Knicks,April 5,1989,"Mission Hills, California","April 3, 2013",3
johnsde03,"['Small Forward', 'Shooting Guard']",6-9,201,Right,,May 5,1980,"Washgton, District of Columbia","October 31, 2000",
jonesbo02,"['Small Forward', 'Center']",6-7,215,Right,,January 9,1984,"Compton, California","November 15, 2006",
kukocto01,"['Small Forward', 'Power Forward']",6-10,192,Left,,September 18,1968,"Split, Croatia","November 5, 1993",
radulmi01,['Center'],7-0,250,Right,,January 5,1988,"Belgrade, Serbia","November 12, 2013",2
warretj01,['Small Forward'],6-8,230,Right,Phoenix Suns,September 5,1993,"Durham, North Carola","November 9, 2014",2
williju01,['Center'],6-10,225,Right,,May 12,1984,"Chicago, Illois","January 13, 2007",
gordoaa01,"['Power Forward', 'Small Forward']",6-9,220,Right,Orlando Magic,September 16,1995,"San Jose, California","October 28, 2014",2
harrimi01,['Power Forward'],6-6,240,Right,,June 15,1983,"Hillsboro, Texas","March 10, 2008",4
ortonda01,"['Center', 'Power Forward']",6-10,255,Right,,August 6,1990,"Oklahoma City, Oklahoma","January 27, 2012",3
riverau01,"['Shooting Guard', 'Point Guard']",6-4,200,Right,Los Angeles Clippers,August 1,1992,"Santa Monica, California","October 31, 2012",4
woltena01,['Point Guard'],6-4,190,Right,,May 15,1991,"St. Cloud, Mnesota","October 30, 2013",2
delkto01,"['Point Guard', 'Shooting Guard']",6-1,189,Right,,January 28,1974,"Covgton, Tennessee","November 3, 1996",
fesenky01,['Center'],7-1,288,Right,,December 24,1986,"Dnepropetrovsk, Ukrae","November 30, 2007",5
haranlu01,['Power Forward'],6-8,246,Right,,January 2,1988,"Decatur, Illois","November 2, 2010",
murrala01,['Small Forward'],6-7,236,Right,,April 20,1973,"Pasadena, California","November 4, 1994",
pressph01,['Point Guard'],5-11,175,Right,,February 17,1991,"Dallas, Texas","October 30, 2013",3
simiewa01,['Power Forward'],6-9,255,Right,,March 9,1983,"Leavenworth, Kansas","November 2, 2005",
wrighch01,['Small Forward'],6-8,226,Right,,September 30,1988,"Trotwood, Ohio","December 31, 2011",2
adamsha01,['Shooting Guard'],6-4,220,Right,,June 20,1984,"Inglewood, California","November 1, 2006",
ewingda01,"['Point Guard', 'Shooting Guard']",6-3,185,Right,,March 26,1983,"Milton, Florida","November 2, 2005",
fazekni01,['Power Forward'],6-11,235,Right,,June 17,1985,"Denver, Colorado","November 3, 2007",
hairsma01,['Shooting Guard'],6-6,220,Right,,February 23,1987,"Detroit, Michigan","January 31, 2009",
henryxa01,"['Small Forward', 'Shooting Guard']",6-6,220,Left,,March 15,1991,"Gent, Belgium","October 27, 2010",5
jeffeot01,['Shooting Guard'],6-5,200,Right,,August 5,1985,"Chicago, Illois","March 6, 2010",3
jeffeco01,['Power Forward'],6-9,218,Right,,December 26,1990,"Tacoma, Washgton","October 29, 2014",2
johnsty01,"['Shooting Guard', 'Point Guard']",6-4,186,Left,Miami Heat,May 7,1992,"Grand Forks, North Dakota","January 14, 2015",2
welscji01,"['Small Forward', 'Shooting Guard']",6-7,208,Right,,January 27,1980,"Pardubice, Czech Republic","October 30, 2002",
whiteja02,"['Small Forward', 'Shooting Guard']",6-7,200,Right,,October 21,1982,"Washgton, District of Columbia","March 26, 2007",
williel01,"['Shooting Guard', 'Point Guard']",6-5,190,Left,,June 20,1989,"Memphis, Tennessee","December 27, 2011",4
baxtelo01,"['Power Forward', 'Center']",6-8,260,Right,,January 27,1979,"Silver Sprg, Maryland","November 1, 2002",
greerly01,['Shooting Guard'],6-2,175,Left,,October 23,1979,"Philadelphia, Pennsylvania","January 8, 2007",
jetereu01,['Point Guard'],5-11,175,Right,,December 2,1983,"Los Angeles, California","October 27, 2010",
kurzro01,['Small Forward'],6-9,232,Right,,March 5,1985,"Philadelphia, Pennsylvania","November 9, 2008",
rebraze01,['Center'],7-0,257,Right,,April 9,1972,"Apat, Serbia","October 30, 2001",
richach01,"['Center', 'Power Forward']",6-9,270,Right,,December 25,1984,"Lakeland, Florida","November 6, 2007",
rushka01,"['Shooting Guard', 'Point Guard']",6-6,215,Left,,October 30,1980,"Kansas City, Missouri","October 29, 2002",
uzohbe01,['Point Guard'],6-3,205,Right,,March 19,1988,"Houston, Texas","November 15, 2010",
varnaja01,['Power Forward'],6-9,230,Right,,March 1,1988,"Fairfax, Virgia","December 25, 2012",2
wilksmi01,"['Point Guard', 'Shooting Guard']",5-10,185,Right,,May 7,1979,"Milwaukee, Wiscons","December 27, 2002",
gutiejo01,['Point Guard'],6-3,191,Right,,December 27,1988,"Chihuahua, Mexico","March 9, 2014",3
hudsotr01,['Point Guard'],6-1,170,Right,,March 13,1976,"Carbondale, Illois","October 31, 1997",
karasse01,"['Small Forward', 'Shooting Guard']",6-7,208,Left,,October 26,1993,"St. Petersburg, Russia","November 2, 2013",3
liggide01,"['Shooting Guard', 'Small Forward']",6-6,209,Right,Cleveland Cavaliers,March 31,1988,"Chicago, Illois","February 20, 2012",3
madsema01,"['Center', 'Power Forward']",6-9,240,Right,,January 28,1976,"Walnut Creek, California","October 31, 2000",
mcdankj01,"['Small Forward', 'Shooting Guard']",6-6,205,Right,Houston Rockets,February 9,1993,"Mobile, Alabama","October 29, 2014",2
mulleby01,"['Power Forward', 'Center']",7-0,275,Right,,February 14,1989,"Canal Wchester, Ohio","December 28, 2009",5
poweldw01,"['Power Forward', 'Center']",6-11,240,Right,Dallas Mavericks,July 20,1991,"Toronto, Canada","November 14, 2014",2
rayal01,['Shooting Guard'],6-2,190,Right,,June 17,1984,"Bronx, New York","November 17, 2006",
sampsja02,['Small Forward'],6-9,214,Right,,March 20,1993,"Cleveland, Ohio","October 29, 2014",2
samuesa01,"['Center', 'Power Forward']",6-9,260,Right,,January 9,1989,"Trelawny, Jamaica","October 29, 2010",
smithis01,['Point Guard'],6-0,175,Right,Detroit Pistons,July 5,1988,"Charlotte, North Carola","October 26, 2010",6
sowpa01,['Center'],6-10,250,Right,,November 22,1981,"Dakar, Senegal","November 13, 2004",
stoneju01,"['Shooting Guard', 'Point Guard']",6-6,200,Right,,December 7,1988,"Alexandria, Virgia","January 11, 2012",3
weemsso01,"['Shooting Guard', 'Small Forward']",6-6,205,Right,,July 8,1986,"West Memphis, Arkansas","January 17, 2009",4
alexajo01,['Small Forward'],6-8,230,Right,,December 26,1986,"Kaohsiung, Taiwan","November 2, 2008",
andersh01,"['Shooting Guard', 'Small Forward']",6-6,208,Right,,December 31,1973,"Atlanta, Georgia","November 1, 1996",
brownma02,['Shooting Guard'],6-3,190,Right,,January 29,1992,"Peville, Louisiana","November 22, 2014",2
davispa01,"['Power Forward', 'Center']",6-11,270,Right,,July 21,1984,"Detroit, Michigan","November 2, 2006",
ebankde01,"['Shooting Guard', 'Small Forward']",6-9,215,Right,,October 28,1989,"Queens, New York","October 31, 2010",3
grantje01,['Small Forward'],6-8,210,Right,Oklahoma City Thunder,March 12,1994,"Portland, Oregon","November 29, 2014",2
jenkich01,"['Point Guard', 'Shooting Guard']",6-3,220,Right,,February 28,1989,"Brooklyn, New York","December 25, 2011",2
macklve01,['Center'],6-10,227,Right,,September 20,1986,"Portsmouth, Virgia","December 28, 2011",1
mcadoja01,['Power Forward'],6-9,230,Right,Golden State Warriors,January 4,1993,"Norfolk, Virgia","January 19, 2015",2
nailole01,"['Small Forward', 'Power Forward']",6-9,238,Left,,February 22,1975,"South Bend, Indiana","November 19, 2000",
napiesh01,['Point Guard'],6-1,175,Right,Portland Trail Blazers,July 14,1991,"Roxbury, Massachusetts","October 29, 2014",2
obryapa01,['Center'],7-0,260,Right,,June 20,1986,"Oskaloosa, Iowa","November 1, 2006",4
papanko01,['Small Forward'],6-8,225,Left,,July 31,1990,"Trikala, Greece","October 28, 2014",2
pecheol01,['Center'],7-0,232,Right,,December 8,1985,"Donetsk, Ukrae","January 11, 2008",3
pittmde01,['Center'],6-11,308,Right,,March 2,1988,"Rosenberg, Texas","April 1, 2011",4
roberan02,['Point Guard'],6-2,180,Right,,February 14,1983,"Sagaw, Michigan","November 26, 2005",
sampsja01,"['Power Forward', 'Center']",6-11,235,Right,,May 15,1983,"Inglewood, California","January 25, 2003",
solomwi01,"['Point Guard', 'Shooting Guard']",6-1,185,Right,,July 20,1978,"Hartford, Connecticut","November 2, 2001",
stausni01,['Shooting Guard'],6-6,205,Right,Philadelphia 76ers,October 7,1993,"Mississauga, Canada","October 29, 2014",2
stokeja01,"['Power Forward', 'Center']",6-9,263,Right,Denver Nuggets,January 7,1994,"Memphis, Tennessee","November 17, 2014",2
taftch01,['Center'],6-10,260,Right,,March 10,1985,"Brooklyn, New York","November 2, 2005",
vonleno01,['Power Forward'],6-10,240,Right,Portland Trail Blazers,August 24,1995,"Haverhill, Massachusetts","November 15, 2014",2
willija04,"['Small Forward', 'Point Guard']",6-9,218,Right,,February 19,1983,"Cleveland, Ohio","December 12, 2008",
willish01,"['Point Guard', 'Shooting Guard']",6-1,201,Right,,April 5,1975,"Bronx, New York","February 5, 1999",
woodslo01,['Center'],7-1,245,Right,,June 21,1978,"St. Louis, Missouri","October 30, 2001",
wrighbr02,['Shooting Guard'],6-3,210,Right,,July 1,1984,"The Colony, Texas","January 24, 2006",
adamsjo01,['Shooting Guard'],6-5,209,Right,,July 8,1994,"Atlanta, Georgia","November 3, 2014",2
barryjo01,['Shooting Guard'],6-4,195,Right,,July 25,1969,"Oakland, California","December 8, 1992",
brownja01,['Shooting Guard'],6-4,215,Right,,December 18,1992,"Oakland, California","March 12, 2015",1
catoke01,"['Center', 'Power Forward']",6-11,255,Right,,August 26,1974,"Atlanta, Georgia","October 31, 1997",
danietr01,['Shooting Guard'],6-4,205,Right,Memphis Grizzlies,July 15,1991,"Roanoke, Virgia","March 5, 2014",3
gilled01,['Point Guard'],6-0,190,Right,,August 16,1978,"Aurora, Colorado","March 30, 2001",
goodwar01,"['Shooting Guard', 'Point Guard']",6-5,200,Right,,August 17,1994,"Little Rock, Arkansas","October 30, 2013",3
greenja01,['Power Forward'],6-9,227,Right,Memphis Grizzlies,June 21,1990,"Montgomery, Alabama","January 18, 2015",2
kravtvi01,['Center'],7-0,260,Right,,August 25,1987,"Odessa, Ukrae","December 21, 2012",2
leema01,['Shooting Guard'],6-5,200,Right,,May 22,1990,"Riverside, California","March 10, 2012",3
martida01,['Point Guard'],5-11,170,Left,,March 6,1971,"Denver, Colorado","February 14, 1995",
mensapo01,['Power Forward'],6-9,240,Right,,September 7,1983,"London, United Kgdom","November 21, 2006",4
millsel01,['Shooting Guard'],6-6,225,Right,,August 12,1987,"Gramblg, Louisiana","January 5, 2015",2
noelda01,['Power Forward'],6-6,230,Right,,February 27,1984,"Durham, North Carola","November 3, 2006",
pruitga01,"['Shooting Guard', 'Point Guard']",6-4,170,Right,,April 19,1986,"Los Angeles, California","November 9, 2007",
tuckeal02,"['Small Forward', 'Shooting Guard']",6-6,205,Right,,February 11,1984,"Lockport, Illois","November 6, 2007",
whittsh01,['Power Forward'],6-11,250,Right,,March 27,1991,"Paw Paw, Michigan","November 8, 2014",2
anderky01,"['Small Forward', 'Shooting Guard']",6-9,230,Right,San Antonio Spurs,September 20,1993,"New York, New York","November 6, 2014",2
augmost01,"['Shooting Guard', 'Small Forward']",6-8,205,Left,,August 1,1968,"Pasadena, California","November 2, 1991",
augusja01,['Power Forward'],6-10,235,Left,,February 27,1984,"Midlothian, Illois","February 2, 2007",
batises01,['Power Forward'],6-10,270,Left,,September 2,1983,"Montevideo, Uruguay","November 2, 2005",
brownan01,['Power Forward'],6-9,245,Right,,May 12,1981,"Chicago, Illois","January 5, 2007",
bullore01,['Small Forward'],6-7,205,Right,Detroit Pistons,March 16,1991,"Baltimore, Maryland","October 29, 2013",3
cabarza01,['Power Forward'],6-11,235,Right,,May 21,1981,"Zrenjan, Serbia","October 28, 2003",
caracde01,['Center'],6-9,275,Right,,May 4,1988,"Fanwood, New Jersey","October 26, 2010",
chrisdi01,['Small Forward'],6-5,205,Right,,September 15,1986,"Philadelphia, Pennsylvania","November 1, 2013",1
datomlu01,['Small Forward'],6-8,215,Right,,November 27,1987,"Montebelluna, Italy","October 30, 2013",2
daviebr01,['Power Forward'],6-10,240,Right,,July 25,1991,"Philadelphia, Pennsylvania","November 2, 2013",2
davisan01,"['Power Forward', 'Center']",6-9,215,Right,,October 31,1968,"Oakland, California","November 5, 1993",
davisjo02,['Power Forward'],6-8,235,Right,,August 10,1980,"Salem, Oregon","March 10, 2004",
duprero01,['Small Forward'],6-7,209,Right,,January 26,1981,"Biloxi, Mississippi","January 7, 2004",
eisleho01,"['Point Guard', 'Shooting Guard']",6-2,177,Right,,December 4,1972,"Detroit, Michigan","November 4, 1994",
favervi01,['Center'],6-11,260,Right,,May 5,1988,"Porto Alegre, Brazil","October 30, 2013",1
frahmri01,"['Shooting Guard', 'Small Forward']",6-5,210,Right,,August 14,1977,"Battle Ground, Washgton","October 30, 2003",
hairspj02,"['Small Forward', 'Shooting Guard']",6-6,230,Right,,December 24,1992,"Greensboro, North Carola","November 4, 2014",2
harrima01,['Shooting Guard'],6-5,185,Right,,September 21,1989,"Detroit, Michigan","October 29, 2010",3
jonesdo02,"['Shooting Guard', 'Point Guard']",6-4,215,Right,,October 15,1988,"Lake Wales, Florida","October 27, 2010",
kasunma01,['Center'],7-1,260,Right,,April 5,1980,"Split, Croatia","November 12, 2004",
lasmest01,"['Power Forward', 'Small Forward']",6-8,215,Right,,December 17,1982,"Port-Gentil, Gabon","November 8, 2007",
mcinnje01,"['Point Guard', 'Shooting Guard']",6-4,190,Right,,October 22,1974,"Charlotte, North Carola","November 10, 1996",
norrimo01,['Point Guard'],6-1,175,Left,,July 27,1973,"Washgton, District of Columbia","December 12, 1996",
onuakar01,"['Center', 'Power Forward']",6-9,255,Right,,July 13,1987,"Lanham, Maryland","October 30, 2013",2
owensla01,['Small Forward'],6-7,210,Right,,January 8,1983,"Mesa, Arizona","January 16, 2011",
profila01,"['Shooting Guard', 'Small Forward', 'Point Guard']",6-5,204,Right,,August 5,1977,"Charleston, South Carola","November 2, 1999",
schenlu01,['Center'],7-1,255,Right,,December 31,1982,"Hope Forest, Australia","March 5, 2006",
senesa01,['Center'],6-11,230,Right,,May 12,1986,"Thies, Senegal","November 1, 2006",
smithch04,['Shooting Guard'],6-4,194,Right,,August 22,1975,"Fort Worth, Texas","November 11, 1997",
smithdo04,['Shooting Guard'],6-7,215,Right,,November 27,1983,"Louisville, Kentucky","November 26, 2004",
storeaw01,"['Shooting Guard', 'Small Forward']",6-6,222,Right,,April 18,1977,"Chicago, Illois","November 13, 2004",
tylerje01,['Center'],6-10,260,Right,,June 21,1991,"San Diego, California","December 25, 2011",3
youngja01,['Shooting Guard'],6-6,215,Left,Boston Celtics,August 16,1995,"Flt, Michigan","November 1, 2014",2
basdeed01,['Small Forward'],6-5,215,Right,,February 15,1983,"New York, New York","November 7, 2005",
clavevi01,['Small Forward'],6-9,224,Right,,August 30,1988,"Valencia, Spa","November 3, 2012",3
cooleja01,['Power Forward'],6-9,260,Right,,April 4,1991,"Evanston, Illois","February 27, 2015",1
cottobr01,['Point Guard'],6-1,165,Right,,August 11,1992,"Tucson, Arizona","February 27, 2015",2
edwarjo01,['Center'],7-0,275,Right,,July 31,1981,"Warren, Ohio","November 6, 2004",
engliki01,['Shooting Guard'],6-6,200,Right,,September 24,1988,"Baltimore, Maryland","October 31, 2012",1
fortsda01,"['Power Forward', 'Center']",6-7,260,Right,,March 27,1976,"Philadelphia, Pennsylvania","October 31, 1997",
gladnmi01,['Power Forward'],6-11,220,Right,,July 26,1986,"Birmgham, Alabama","December 25, 2011",1
grantbr01,"['Power Forward', 'Center', 'Small Forward']",6-9,254,Right,,March 5,1972,"Columbus, Ohio","November 4, 1994",
grundan01,['Shooting Guard'],6-3,180,Right,,April 15,1979,"Louisville, Kentucky","March 29, 2006",
hansbbe01,['Point Guard'],6-3,203,Right,,December 23,1987,"Poplar Bluff, Missouri","November 5, 2012",1
harrijo01,['Shooting Guard'],6-6,219,Right,Brooklyn Nets,September 7,1991,"Chelan, Washgton","October 31, 2014",2
haywala01,['Small Forward'],6-6,225,Right,,November 26,1986,"Buffalo, New York","October 29, 2010",
hudsole01,"['Point Guard', 'Shooting Guard']",6-3,190,Right,,August 7,1984,"Memphis, Tennessee","October 28, 2009",4
hunteot01,"['Small Forward', 'Power Forward']",6-8,225,Right,,May 28,1986,"Wston-Salem, North Carola","November 11, 2008",
jacksje01,"['Shooting Guard', 'Point Guard']",6-4,204,Right,,June 7,1976,"Detroit, Michigan","November 13, 1999",
jawaina01,"['Power Forward', 'Center']",6-10,280,Right,,October 10,1986,"Sydney, Australia","January 21, 2009",
jeffedo01,['Shooting Guard'],6-5,195,Right,,December 15,1983,"Lithonia, Georgia","April 5, 2009",
johnsja02,['Power Forward'],6-10,221,Right,,February 8,1989,"Indianapolis, Indiana","December 28, 2011",
joneske01,['Power Forward'],6-8,251,Right,,August 25,1989,"Mount Vernon, New York","December 7, 2012",1
kuzmiog01,['Center'],7-1,251,Right,,May 16,1990,"Doboj, Bosnia and Herzegova","October 30, 2013",2
marshra01,"['Small Forward', 'Shooting Guard']",6-9,190,Right,,February 20,1982,"Georgetown, Guyana","November 19, 2005",
mckieaa01,"['Shooting Guard', 'Small Forward', 'Point Guard']",6-5,209,Right,,October 2,1972,"Philadelphia, Pennsylvania","November 4, 1994",
medvest01,"['Power Forward', 'Center']",6-10,250,Right,,April 4,1979,"Karapyshi, Ukrae","December 28, 2000",
mitchto02,['Power Forward'],6-8,235,Right,,April 7,1992,"Milwaukee, Wiscons","October 30, 2013",1
ndongbo01,['Center'],7-0,198,Right,,March 9,1977,"Dakar, Senegal","November 4, 2005",
olowomi01,['Center'],7-0,269,Right,,April 3,1975,"Lagos, Nigeria","February 5, 1999",
owensan01,['Point Guard'],6-4,200,Right,,October 31,1980,"Indianapolis, Indiana","November 7, 2005",
palacmi01,"['Point Guard', 'Shooting Guard']",6-3,195,Right,,February 7,1978,"Los Angeles, California","November 2, 1999",
piatker01,"['Shooting Guard', 'Small Forward']",6-7,215,Right,,September 30,1970,"Steubenville, Ohio","November 4, 1994",
pinknke01,['Power Forward'],6-10,245,Right,,October 20,1983,"Colton, California","April 4, 2007",
reedju01,"['Small Forward', 'Power Forward']",6-8,240,Right,,January 16,1982,"Jackson, Mississippi","November 23, 2004",
sandeme01,['Shooting Guard'],6-5,210,Right,,January 3,1981,"Liberal, Kansas","November 9, 2005",
tayloje02,['Shooting Guard'],6-4,210,Right,,December 8,1986,"Tavares, Florida","November 2, 2009",2
thomaja02,['Power Forward'],6-8,235,Right,,November 22,1980,"Schenectady, New York","January 9, 2005",
thompdi01,"['Shooting Guard', 'Small Forward']",6-7,195,Right,,February 23,1983,"Los Angeles, California","November 30, 2005",
vincima01,['Small Forward'],6-8,225,Right,,May 31,1984,"San Paulo, Brazil","November 25, 2006",
wareca01,['Point Guard'],5-10,175,Right,,January 17,1990,"Cerritos, California","March 24, 2014",1
warrewi01,['Point Guard'],6-4,203,Right,,October 22,1989,"Dallas, Texas","November 1, 2010",
willier01,"['Small Forward', 'Shooting Guard']",6-8,220,Right,,July 17,1972,"Newark, New Jersey","November 3, 1995",
bakervi01,"['Power Forward', 'Center']",6-11,232,Right,,November 23,1971,"Lake Wales, Florida","November 5, 1993",
bendejo01,['Small Forward'],6-11,202,Right,,January 30,1981,"Picayune, Mississippi","December 10, 1999",
bradlmi01,"['Power Forward', 'Center']",6-10,245,Right,,April 18,1979,"Worcester, Massachusetts","October 30, 2001",
brownde03,['Point Guard'],6-0,185,Right,,August 17,1984,"Jackson, Mississippi","November 4, 2006",
burkepa01,['Center'],6-11,250,Left,,December 14,1973,"Dubl, Ireland","October 29, 2002",
byarsde01,['Power Forward'],6-7,220,Right,,April 25,1984,"Memphis, Tennessee","April 25, 2012",1
chrisdo01,"['Shooting Guard', 'Small Forward']",6-6,200,Right,,May 9,1970,"Seattle, Washgton","March 12, 1993",
clarkia01,['Shooting Guard'],6-3,175,Right,Golden State Warriors,March 7,1991,"Memphis, Tennessee","November 1, 2013",3
crittja01,"['Shooting Guard', 'Point Guard']",6-5,200,Right,,December 31,1987,"Atlanta, Georgia","November 2, 2007",
cunnija01,['Shooting Guard'],6-4,195,Right,,May 22,1991,"Oakland, California","October 31, 2012",4
dawsoer01,['Center'],6-9,250,Right,,July 7,1984,"San Antonio, Texas","February 21, 2012",1
dinwisp01,['Point Guard'],6-6,200,Right,Brooklyn Nets,April 6,1993,"Los Angeles, California","October 29, 2014",2
dysonje01,['Point Guard'],6-3,180,Right,,May 1,1987,"Rockville, Maryland","April 11, 2012",
emmetan01,"['Shooting Guard', 'Small Forward']",6-5,230,Right,,August 27,1982,"Dallas, Texas","January 14, 2005",
fitchge01,['Point Guard'],6-3,188,Right,,August 12,1982,"Columbus, Georgia","November 23, 2005",
giddejr01,['Small Forward'],6-5,215,Right,,February 13,1985,"Oklahoma City, Oklahoma","February 22, 2009",
goudean01,"['Shooting Guard', 'Point Guard']",6-3,200,Right,,December 7,1988,"Gaesville, Georgia","December 25, 2011",3
haislma01,"['Power Forward', 'Small Forward']",6-10,230,Right,,December 22,1980,"Lewisburg, Tennessee","November 2, 2002",
hamilze01,"['Center', 'Power Forward']",6-11,250,Left,,April 27,1975,"Floral Park, New York","November 18, 2000",
hardaan01,"['Shooting Guard', 'Point Guard', 'Small Forward']",6-7,195,Right,,July 18,1971,"Memphis, Tennessee","November 5, 1993",
jackslu02,['Small Forward'],6-7,215,Left,,November 6,1981,"Eugene, Oregon","November 6, 2004",
jonesde01,['Small Forward'],6-8,221,Right,,June 20,1990,"Stone Mounta, Georgia","November 4, 2012",1
kilpase01,['Shooting Guard'],6-4,210,Right,Brooklyn Nets,January 6,1990,"Yonkers, New York","March 19, 2015",2
lambdo01,['Shooting Guard'],6-4,210,Right,,November 6,1991,"Queens, New York","November 2, 2012",2
langja01,['Center'],6-10,285,Right,,October 17,1983,"Mobile, Alabama","November 28, 2006",
lauvejo01,['Center'],6-11,220,Right,Oklahoma City Thunder,September 30,1991,"Mulhouse, France","February 22, 2015",2
leslitr01,['Shooting Guard'],6-4,205,Right,,March 29,1990,"Atlanta, Georgia","December 28, 2011",
mcfariv01,['Power Forward'],6-8,240,Right,,April 26,1982,"Missouri City, Texas","November 7, 2006",
mitchto03,['Small Forward'],6-6,216,Right,,August 7,1989,"Swasboro, Georgia","March 5, 2014",1
planizo01,"['Point Guard', 'Shooting Guard']",6-7,195,Right,,September 12,1982,"Mostar, Bosnia and Herzegova","October 31, 2003",
reidry01,['Power Forward'],6-8,232,Right,,October 30,1986,"Lauderdale Lakes, Florida","February 14, 2012",
robingl02,"['Small Forward', 'Shooting Guard']",6-6,222,Right,Indiana Pacers,January 8,1994,"Gary, Indiana","November 14, 2014",2
silerga01,['Center'],6-11,305,Right,,October 25,1986,"Augusta, Georgia","November 3, 2010",
simmoce01,['Power Forward'],6-9,235,Right,,January 3,1986,"Shallotte, North Carola","November 1, 2006",
slokaur01,['Center'],6-10,238,Left,,May 14,1983,"Ljubljana, Slovenia","December 8, 2006",
thomama01,['Power Forward'],6-9,225,Right,,November 8,1988,"Columbia, Missouri","January 13, 2012",4
vromaja01,"['Power Forward', 'Center']",6-10,220,Right,,June 6,1981,"Laguna, California","November 3, 2004",
akognjo01,['Point Guard'],5-11,185,Right,,February 10,1986,"Greenbrae, California","April 10, 2013",1
alabiso01,['Center'],7-1,251,Right,,March 21,1988,"Kaduna, Nigeria","November 13, 2010",2
allrela01,['Center'],6-11,250,Right,,February 2,1981,"Salt Lake City, Utah","March 17, 2008",
almonmo01,['Shooting Guard'],6-6,225,Right,,February 2,1985,"Dalton, Georgia","November 7, 2007",
anderan02,['Small Forward'],6-6,215,Right,,June 5,1985,"Lynn, Massachusetts","March 3, 2010",
andrima01,['Center'],7-2,240,Right,,March 12,1986,"Kaunas, Lithuania","January 5, 2006",
babbch01,['Shooting Guard'],6-5,225,Right,,February 14,1990,"Arlgton, Texas","March 1, 2014",1
benimje01,['Power Forward'],6-8,245,Right,,August 1,1991,"Warrenton, Virgia","March 10, 2015",1
bensoke02,['Center'],6-11,240,Right,,August 13,1988,"Cleveland, Ohio","March 24, 2012",1
bhullsi01,['Center'],7-5,360,Right,,December 2,1992,"Ontario, Canada","April 7, 2015",1
brownlo01,['Point Guard'],6-5,189,Right,,August 26,1990,"Roswell, Georgia","November 20, 2013",3
buyckdw01,['Point Guard'],6-3,190,Right,,March 6,1989,"Milwaukee, Wiscons","November 1, 2013",2
capelca01,['Center'],6-10,240,Right,Houston Rockets,May 18,1994,"Geneva, Switzerland","November 6, 2014",2
cheanca01,"['Shooting Guard', 'Small Forward']",6-7,209,Left,,July 17,1971,"Evansville, Indiana","November 5, 1993",
cherrwi01,['Point Guard'],6-0,185,Right,,February 8,1991,"Oakland, California","November 7, 2014",1
cleavma01,['Point Guard'],6-2,205,Right,,September 7,1977,"Flt, Michigan","October 31, 2000",
cousima01,['Center'],6-11,245,Right,,December 18,1986,"Baltimore, Maryland","March 9, 2011",1
crawfjo01,['Small Forward'],6-5,210,Right,,June 17,1986,"Detroit, Michigan","April 8, 2009",
curryja01,['Point Guard'],6-3,190,Right,,January 7,1986,"Pleasant Grove, North Carola","January 25, 2010",
curryse01,['Point Guard'],6-2,185,Right,Dallas Mavericks,August 23,1990,"Charlotte, North Carola","January 5, 2014",3
davidje01,['Small Forward'],6-10,230,Right,,November 15,1984,"Atlanta, Georgia","November 6, 2007",
diazgu01,['Shooting Guard'],6-2,192,Right,,March 4,1985,"San Juan, Puerto Rico","January 15, 2008",
dickeka01,"['Power Forward', 'Small Forward']",6-8,215,Right,,July 21,1978,"Denver, Colorado","December 20, 2003",
doubyqu01,['Point Guard'],6-3,175,Right,,May 16,1984,"Brooklyn, New York","November 12, 2006",
edwarsh01,['Small Forward'],6-7,220,Right,,May 31,1987,"Los Angeles, California","March 16, 2014",1
farmede01,['Shooting Guard'],6-5,220,Left,,October 7,1981,"Flt, Michigan","November 18, 2006",
